order_id,date_id,location_id,user_id,product_ids,amount,returned
2370,10,202,48,"['B08243SKCK', 'B08H6CZSHT']",3092.0,False
2371,2,725,582,"['B08HQL67D6', 'B0B997FBZT', 'B01M69WCZ6', 'B08JMC1988', 'B07222HQKP']",40503.0,False
2372,7,279,282,"['B09N6TTHT6', 'B097R3XH9R', 'B01M5F614J', 'B09YHLPQYT', 'B00LVMTA2A']",13408.0,False
2373,30,601,1164,"['B01IOZUHRS', 'B09J2SCVQT', 'B075JJ5NQC']",5347.0,False
2374,21,165,84,"['B098K3H92Z', 'B098QXR9X2', 'B09N3ZNHTY', 'B099FDW2ZF', 'B07H1S7XW8']",5921.0,False
2375,5,412,20,['B00BN5SNF0'],250.0,False
2376,27,1008,369,['B07L3NDN24'],499.0,False
2377,27,819,254,"['B094YFFSMY', 'B0B7FJNSZR', 'B09XB7DPW1', 'B09KRHXTLN', 'B06XDKWLJH']",20710.0,False
2378,6,171,732,"['B09NL4DJ2Z', 'B076VQS87V', 'B08NCKT9FG', 'B0B65MJ45G']",1034.0,False
2379,29,1256,32,"['B0BN6M3TCM', 'B08C7TYHPB', 'B07L8KNP5F']",1762.0,False
2380,7,666,347,"['B0B21C4BMX', 'B08RZ12GKR', 'B08HF4W2CT', 'B078JDNZJ8']",5642.0,False
2381,22,331,164,"['B06XFTHCNY', 'B07Z3K96FR', 'B07JW9H4J1', 'B07Q4NJQC5', 'B07JF9B592']",2808.0,False
2382,19,1208,810,"['B07Z3K96FR', 'B07DC4RZPY']",1108.0,False
2383,8,871,1012,"['B099SD8PRP', 'B07KSMBL2H', 'B07KCMR8D6', 'B09WRMNJ9G']",36066.0,False
2384,2,1102,939,"['B0B217Z5VK', 'B0B4PPD89B', 'B09SFRNKSR', 'B0B2X35B1K', 'B09KLVMZ3B']",6652.0,False
2385,27,228,903,"['B098QXR9X2', 'B0B61GCHC1']",2698.0,False
2386,17,1194,731,"['B0B4DT8MKT', 'B09MT94QLL', 'B00HVXS7WC', 'B08PSQRW2T']",5093.0,False
2387,22,439,237,['B01C8P29T4'],599.0,False
2388,19,1459,570,"['B00H3H03Q4', 'B078JDNZJ8', 'B0BG62HMDJ']",5229.0,False
2389,24,855,592,"['B0141EZMAI', 'B09NVPJ3P4', 'B00MFPCY5C', 'B07DGD4Z4C', 'B097JVLW3L']",8774.0,False
2390,25,1184,456,['B0789LZTCJ'],598.0,False
2391,10,643,736,['B09MMD1FDN'],349.0,False
2392,20,737,22,"['B07H3N8RJH', 'B08Y1TFSP6', 'B08WKFSN84', 'B09KGV7WSV', 'B0BFWGBX61']",9221.0,False
2393,10,722,456,['B0B4F3QNDM'],13999.0,False
2394,22,138,677,"['B09HQSV46W', 'B07Y5FDPKV', 'B07H3N8RJH', 'B07NPBG1B4', 'B0B2CZTCL2']",30824.84,False
2395,18,1171,1030,"['B07V82W5CN', 'B08MTCKDYN', 'B0752LL57V', 'B073BRXPZX', 'B07222HQKP']",2973.0,False
2396,24,349,659,"['B00MFPCY5C', 'B0B5V47VK4', 'B07XLCFSSN', 'B0B5GF6DQD', 'B097JQ1J5G']",50413.0,False
2397,30,748,554,"['B0B5D39BCD', 'B08CKW1KH9', 'B0B9JZW1SQ']",2701.0,False
2398,13,320,262,"['B09KNMLH4Y', 'B07VVXJ2P5']",494.0,False
2399,10,565,1143,"['B097RN7BBK', 'B07DJLFMPS', 'B078JT7LTD']",7337.0,False
2400,1,986,156,['B088ZFJY82'],314.0,False
2401,31,1375,310,"['B07TCN5VR9', 'B07JPJJZ2H', 'B097RN7BBK']",1207.0,False
2402,7,32,431,"['B0B65MJ45G', 'B0BBN56J5H', 'B09NL4DCXK', 'B07SLMR1K6']",7406.0,False
2403,16,1359,823,"['B07Q4QV1DL', 'B00O24PUO6', 'B07CRL2GY6', 'B0B9959XF3', 'B0994GP1CX']",14646.0,False
2404,8,112,541,"['B094JNXNPV', 'B07KSB1MLX']",1687.0,False
2405,25,948,362,"['B0BP89YBC1', 'B0B86CDHL1', 'B07G3YNLJB']",4012.0,False
2406,21,920,272,['B0BDZWMGZ1'],1199.0,False
2407,31,739,0,['B0B97D658R'],499.0,False
2408,15,215,709,"['B09VCHLSJF', 'B082T6GXS5', 'B09T2WRLJJ']",51997.0,False
2409,31,15,429,['B0BK1K598K'],678.0,False
2410,7,845,1134,"['B09NY6TRXG', 'B00GZLB57U', 'B0856HY85J']",10536.0,False
2411,27,1358,530,"['B07KRCW6LZ', 'B07FL3WRX5', 'B09WF4Q7B3']",7096.0,False
2412,26,220,150,"['B09XB8GFBQ', 'B014HDJ7ZE']",14364.0,False
2413,16,249,1125,"['B07PFJ5W31', 'B0B4F2TTTS', 'B09HS1NDRQ', 'B06XFTHCNY']",11967.0,False
2414,7,645,190,"['B0B3MQXNFB', 'B0B466C3G4', 'B08H5L8V1L']",9426.89,False
2415,24,868,394,"['B09V17S2BG', 'B0B4DT8MKT', 'B08ZXZ362Z']",3758.0,False
2416,18,816,507,"['B00K32PEW4', 'B08YDFX7Y1', 'B09N3BFP4M']",6333.0,False
2417,24,1026,740,"['B09F9YQQ7B', 'B00J4YG0PC', 'B07MKMFKPG', 'B01M0505SJ']",36958.0,False
2418,15,438,1011,"['B095RTJH1M', 'B0B4F2ZWL3']",13998.0,True
2419,27,1213,94,"['B087FXHB6J', 'B00W56GLOQ']",3398.0,False
2420,15,1419,407,"['B088GXTJM3', 'B0B4HKH19N']",948.0,False
2421,21,857,752,"['B008LN8KDM', 'B09ZQK9X8G']",7845.0,False
2422,31,904,905,"['B09CMM3VGK', 'B0BMGB2TPR', 'B0BBN3WF7V']",16356.0,False
2423,18,1326,265,"['B09YLXYP7Y', 'B07WGPKMP5', 'B082T6V3DT', 'B08H21B6V7']",21032.0,False
2424,30,939,265,"['B09WN3SRC7', 'B0B61GCHC1']",78189.0,False
2425,21,432,1176,"['B09V17S2BG', 'B09RFB2SJQ']",1998.0,False
2426,5,1130,830,"['B07K19NYZ8', 'B0974G5Q2Y', 'B08SKZ2RMG']",3068.1,False
2427,26,812,35,"['B08YK7BBD2', 'B0859M539M']",2128.0,False
2428,23,1200,319,['B0BMZ6SY89'],899.0,False
2429,18,525,1118,['B078G6ZF5Z'],1398.0,False
2430,20,1172,672,['B09P858DK8'],489.0,False
2431,24,118,128,"['B07XJYYH7L', 'B0B4SJKRDF', 'B09NFSHCWN', 'B08G8H8DPL']",5303.0,False
2432,7,723,273,"['B07GXHC691', 'B0BLV1GNLN', 'B09YV4RG4D', 'B0BNLFQDG2', 'B01N1XVVLC']",20106.0,False
2433,2,624,61,"['B009P2LITG', 'B0814ZY6FP', 'B07QZ3CZ48', 'B0B8XNPQPN', 'B09VKWGZD7']",11855.0,False
2434,23,706,55,"['B0BDS8MY8J', 'B0718ZN31Q', 'B0B3MWYCHQ']",6795.0,False
2435,17,297,829,"['B00ABMASXG', 'B08W9BK4MD', 'B0B9F9PT8R']",2419.0,False
2436,30,1118,309,"['B09CMP1SC8', 'B082LZGK39', 'B09YV42QHZ', 'B014SZPBM4', 'B089WB69Y1']",3123.0,False
2437,26,183,20,['B094JNXNPV'],598.0,False
2438,26,78,72,['B0832W3B7Q'],1799.0,False
2439,3,202,207,"['B082LSVT4B', 'B01IBRHE3E', 'B085194JFL', 'B09GFN8WZL', 'B085DTN6R2']",2783.0,False
2440,13,1183,7,"['B07XJYYH7L', 'B09R1YFL6S', 'B08QJJCY2Q', 'B06XGWRKYT']",9924.0,False
2441,10,77,588,"['B079Y6JZC8', 'B09J2SCVQT']",2108.0,False
2442,4,616,64,"['B09C6HWG18', 'B08PSVBB2X', 'B097RN7BBK', 'B09XJ1LM7R', 'B09C6HXFC1']",6127.0,False
2443,13,591,1193,"['B07KSB1MLX', 'B0949FPSFY', 'B09QGZFBPM', 'B0B5ZF3NRK']",2985.0,False
2444,15,463,671,"['B08KHM9VBJ', 'B07VZH6ZBB', 'B08WD18LJZ', 'B07VQGVL68']",10440.0,False
2445,28,1402,385,"['B0BG62HMDJ', 'B0B31BYXQQ']",1898.0,False
2446,13,1361,229,"['B0BLC2BYPX', 'B0883LQJ6B', 'B09P18XVW6']",4197.0,False
2447,2,1323,203,"['B01F25X6RQ', 'B09W5XR9RT', 'B078W65FJ7', 'B0B9XN9S3W', 'B09FZ89DK6']",18256.0,False
2448,24,150,479,['B0B3MMYHYW'],32999.0,False
2449,1,1142,817,['B08HLZ28QC'],1199.0,False
2450,11,952,266,"['B08X77LM8C', 'B08TGG316Z', 'B08H21B6V7']",3697.0,False
2451,4,94,274,"['B07XCM6T4N', 'B081RLM75M', 'B094G9L9LT', 'B0B4F52B5X']",12716.0,False
2452,26,140,340,"['B076B8G5D8', 'B08RHPDNVV', 'B01GFTEV5Y', 'B00NH13Q8W']",3031.0,False
2453,29,906,282,"['B096NTB9XT', 'B098JYT4SY', 'B08HF4W2CT', 'B09MZCQYHZ', 'B09C6FML9B']",19316.0,False
2454,8,933,613,"['B09CKSYBLR', 'B0083T231O']",2288.0,False
2455,23,365,14,['B08XXVXP3J'],249.0,False
2456,6,933,501,"['B07R679HTT', 'B0BF57RN3K', 'B07B5XJ572', 'B00UGZWM2I']",16062.0,False
2457,4,1021,1145,"['B0BD3T6Z1D', 'B092BJMT8Q']",43989.0,False
2458,12,146,38,"['B0B19VJXQZ', 'B0993BB11X', 'B082T6GXS5']",29898.0,False
2459,22,1236,153,"['B00NH13Q8W', 'B08497Z1MQ', 'B0B9RN5X8B', 'B06XFTHCNY']",4036.0,False
2460,20,232,848,"['B08TDJNM3G', 'B07RZZ1QSW', 'B07NRTCDS5', 'B09YLYB9PB', 'B01FSYQ2A4']",4531.0,False
2461,26,1260,569,"['B0B61GCHC1', 'B07Q7561HD', 'B0814P4L98', 'B01892MIPA']",8048.0,False
2462,25,1314,271,"['B014I8SX4Y', 'B0B53QFZPY']",1608.0,False
2463,2,40,548,"['B085HY1DGR', 'B00PVT30YI', 'B07KSB1MLX', 'B096VF5YYF']",7577.0,False
2464,11,573,816,"['B07JF9B592', 'B07NTKGW45', 'B0926V9CTV', 'B01M4GGIVU']",1362.0,False
2465,5,133,1094,"['B07KSMBL2H', 'B08P9RYPLR']",567.0,False
2466,19,867,1121,"['B0B8VQ7KDS', 'B0941392C8', 'B09Q8HMKZX', 'B00LZPQVMK', 'B08CFJBZRK']",5475.0,False
2467,18,826,26,"['B092BJMT8Q', 'B07222HQKP', 'B0B7DHSKS7']",35446.0,False
2468,19,271,254,"['B08ZHYNTM1', 'B0BCKJJN8R', 'B09KRHXTLN', 'B014I8SX4Y', 'B09C6H53KH']",8244.0,False
2469,5,1259,838,"['B01M4GGIVU', 'B078KRFWQB', 'B0978V2CP6', 'B074CWD7MS', 'B09RFC46VP']",33435.0,False
2470,23,125,805,"['B09CYTJV3N', 'B08G1RW2Q3', 'B08TZD7FQN', 'B07W7Z6DVL', 'B07CD2BN46']",7025.0,False
2471,4,230,474,['B081NHWT6Z'],299.0,False
2472,30,927,836,"['B08K9PX15C', 'B08LW31NQ6']",2288.0,False
2473,10,1452,981,"['B07WFPMGQQ', 'B075S9FVRY', 'B0B4DT8MKT', 'B008P7IF02']",30984.0,False
2474,27,1144,373,"['B08SJVD8QD', 'B07F366Z51', 'B0B3N7LR6K']",9326.0,True
2475,14,126,318,"['B08CF3B7N1', 'B01L8ZNWN2', 'B0B2DZ5S6R', 'B00KIDSU8S']",3685.0,False
2476,12,814,355,"['B07WVQG8WZ', 'B0B54Y2SNX']",4098.0,False
2477,21,433,671,"['B08Y1SJVV5', 'B09ZVJXN5L', 'B086199CWG']",4325.0,False
2478,17,1311,298,"['B0949FPSFY', 'B095RTJH1M', 'B09MQSCJQ1', 'B08WRWPM22']",6925.89,False
2479,27,977,299,"['B08D6RCM3Q', 'B08N1WL9XW']",537.0,False
2480,23,877,313,"['B07VX71FZP', 'B07VJ9ZTXS']",1498.0,False
2481,11,645,348,"['B00LXTFMRS', 'B00NW4UWN6', 'B09Y14JLP3', 'B09NY7W8YD']",9331.0,False
2482,28,561,54,"['B06XR9PR5X', 'B01N6LU1VF', 'B01GZSQJPA']",4487.0,False
2483,14,557,637,"['B09XB8GFBQ', 'B09RZS1NQT', 'B00LHZW3XY', 'B07SLNG3LW']",13381.0,False
2484,4,1009,236,"['B08Y5QJTVK', 'B09KLVMZ3B']",593.0,False
2485,17,146,293,"['B01486F4G6', 'B07GLS2563', 'B00O24PUO6', 'B095244Q22', 'B0B3X2BY3M']",9377.0,False
2486,5,1334,932,"['B09NS5TKPN', 'B0B9RZ4G4W', 'B08LKS3LSP']",44134.0,False
2487,3,1027,834,"['B0B65MJ45G', 'B09X1M3DHX']",10138.0,False
2488,16,1082,661,"['B088ZFJY82', 'B09MM6P76N']",663.0,False
2489,2,422,494,"['B09NY6TRXG', 'B01HGCLUH6']",9648.0,False
2490,28,1291,680,"['B083342NKJ', 'B07Y9PY6Y1', 'B08CTNJ985', 'B0083T231O']",9186.0,False
2491,10,1131,1191,"['B074CWD7MS', 'B08VB57558', 'B01D5H8LDM', 'B0BBW521YC']",40127.0,False
2492,9,571,357,"['B097R25DP7', 'B08MTCKDYN', 'B07Z1YVP72']",3885.0,False
2493,19,721,232,"['B09RQRZW2X', 'B09TWH8YHM', 'B08YD264ZS', 'B097ZQTDVZ']",18896.0,False
2494,21,125,326,"['B07MKFNHKG', 'B00K57MR22', 'B0759QMF85', 'B07T9FV9YP', 'B0B15GSPQW']",63387.0,False
2495,30,178,806,"['B01J0XWYKQ', 'B07CWDX49D', 'B09X79PP8F', 'B074CWD7MS']",2976.0,False
2496,16,319,60,"['B00S9BSJC8', 'B09RF2QXGX', 'B08XNL93PL', 'B0B9BXKBC7']",11565.0,False
2497,19,870,320,"['B07GLSKXS1', 'B09YV4RG4D', 'B0758F7KK7', 'B06XFTHCNY']",5035.0,False
2498,21,771,961,"['B01GGKZ4NU', 'B0B19VJXQZ']",28449.0,False
2499,24,1362,910,"['B07L1N3TJX', 'B00J4YG0PC', 'B09PLFJ7ZW', 'B07V5YF4ND', 'B07GLNJC25']",4888.0,False
2500,5,979,586,"['B08WRWPM22', 'B00KXULGJQ']",2418.8900000000003,False
2501,8,191,394,['B09474JWN6'],999.0,False
2502,12,107,8,"['B012MQS060', 'B0B2C5MJN6', 'B09C6HXFC1']",37195.0,False
2503,13,466,2,"['B087JWLZ2K', 'B08TTRVWKY', 'B08YD264ZS', 'B00LOD70SC', 'B08LW31NQ6']",28214.0,False
2504,15,298,1131,"['B00B3VFJY2', 'B097MKZHNV', 'B07MKMFKPG', 'B09SPTNG58']",12377.0,False
2505,22,1094,838,"['B07VQGVL68', 'B0B84QN4CN', 'B01HJI0FS2']",1252.0,False
2506,5,172,114,['B09474JWN6'],999.0,False
2507,5,560,1106,"['B07GQD4K6L', 'B09HSKYMB3', 'B0B25DJ352']",8647.0,False
2508,9,967,61,"['B087FXHB6J', 'B092R48XXB', 'B08QSC1XY8', 'B01M4GGIVU', 'B07GQD4K6L']",21253.0,False
2509,13,631,519,"['B09Y358DZQ', 'B07B275VN9']",2212.0,False
2510,4,417,310,['B09PL79D2X'],1598.0,False
2511,2,548,643,['B017PDR9N0'],149.0,False
2512,7,1075,170,"['B094QZLJQ6', 'B0BNXFDTZ2']",8798.0,False
2513,13,788,662,"['B08S6RKT4L', 'B07W6VWZ8C', 'B082T6GXS5', 'B09CMP1SC8', 'B086394NY5']",6493.0,False
2514,2,840,283,['B08LW31NQ6'],1439.0,False
2515,8,536,279,"['B0BFWGBX61', 'B098TV3L96']",747.0,False
2516,22,94,95,"['B0B5V47VK4', 'B08PZ6HZLT']",53998.0,False
2517,22,1401,468,"['B08TTRVWKY', 'B08CTQP51L', 'B09MFR93KS', 'B0711PVX6Z', 'B07GNC2592']",5297.67,False
2518,15,459,1179,"['B097R25DP7', 'B0B4F52B5X']",14197.0,False
2519,18,909,1000,"['B08XXF5V6G', 'B09MQ9PDHR', 'B07QHHCB27', 'B094JB13XL', 'B0841KQR1Z']",35275.0,False
2520,26,708,260,"['B0B25DJ352', 'B0B9JZW1SQ']",851.0,False
2521,11,929,20,['B085LPT5F4'],1649.0,False
2522,18,1282,143,['B08HD7JQHX'],199.0,False
2523,12,767,206,"['B01MRARGBW', 'B0BG62HMDJ']",698.0,False
2524,7,800,256,"['B08CF3D7QR', 'B07WGPBXY9', 'B097R25DP7', 'B06XGWRKYT', 'B0BDYW3RN3']",14547.0,False
2525,25,728,156,"['B09XX51X2G', 'B0B217Z5VK', 'B097ZQTDVZ', 'B0941392C8']",2776.0,False
2526,15,1149,30,"['B09VL9KFDB', 'B07VZYMQNZ']",3579.0,False
2527,6,513,697,"['B08WRWPM22', 'B07P681N66', 'B08Y1SJVV5', 'B09J2SCVQT', 'B0832W3B7Q']",6893.89,False
2528,15,986,1119,"['B005LJQMCK', 'B09MT6XSFW', 'B07PR1CL3S', 'B0B4F2TTTS']",13234.0,False
2529,13,933,1026,"['B08WKCTFF3', 'B09MMD1FDN']",1248.0,False
2530,31,351,475,"['B07WDK3ZS2', 'B08CGW4GYR', 'B014I8SSD0']",21683.0,False
2531,7,958,21,"['B09CYTJV3N', 'B002SZEOLG', 'B0B4T6MR8N', 'B09KGV7WSV', 'B07WG8PDCW']",10233.0,False
2532,26,1191,1039,"['B09BW2GP18', 'B08NCKT9FG', 'B0994GP1CX']",543.0,False
2533,2,1424,61,"['B00NW4UWN6', 'B00935MD1C', 'B0BBN4DZBD']",10261.0,False
2534,23,413,944,"['B009P2LITG', 'B09T3H12GV', 'B08PZ6HZLT']",12567.0,False
2535,9,744,42,['B08XLR6DSB'],721.0,False
2536,25,1457,20,"['B08K36NZSV', 'B0BBMGLQDW', 'B09NR6G588', 'B078HRR1XV']",5600.0,False
2537,4,765,478,"['B09KPXTZXN', 'B0162K34H2']",1798.0,False
2538,26,1137,1002,"['B0859M539M', 'B09NVPSCQT']",4897.0,False
2539,20,889,1107,"['B075S9FVRY', 'B09C6H53KH']",5858.0,False
2540,31,641,61,"['B07HK53XM4', 'B0BGSV43WY']",4778.0,False
2541,5,982,840,"['B08HVL8QN3', 'B07G147SZD', 'B01M5F614J']",10397.0,False
2542,3,862,193,"['B07SY4C3TD', 'B01LONQBDG', 'B09V2PZDX8', 'B09NNJ9WYM']",13234.0,False
2543,13,1133,169,"['B08S74GTBT', 'B08H673XKN']",4048.0,False
2544,4,265,871,"['B08VRMK55F', 'B0974H97TJ', 'B08TR61BVK', 'B0B16KD737']",9496.0,False
2545,2,1175,1063,"['B07MKFNHKG', 'B07R679HTT']",19608.0,False
2546,1,288,195,['B0B5GJRTHB'],889.0,False
2547,19,684,1128,"['B098NS6PVG', 'B09HCH3JZG', 'B09JSW16QD']",2144.99,False
2548,18,937,439,['B01CS4A5V4'],699.0,False
2549,7,471,267,"['B09W9V2PXG', 'B07GPXXNNG', 'B0B997FBZT', 'B07JNVF678', 'B07JJFSG2B']",38345.0,False
2550,5,683,594,"['B00F159RIK', 'B0BDZWMGZ1']",1698.0,False
2551,18,779,770,['B0BR4F878Q'],1439.0,False
2552,25,506,1190,['B096NTB9XT'],15999.0,False
2553,8,1307,400,"['B009UORDX4', 'B08TGG316Z', 'B09QS8V5N8', 'B084N18QZY', 'B08HD7JQHX']",15745.0,False
2554,2,1275,314,"['B083RCTXLL', 'B09BW2GP18', 'B07H3WDC4X']",1159.0,False
2555,26,1248,293,"['B00ZRBWPA0', 'B014SZO90Y', 'B078WB1VWJ']",1535.0,False
2556,8,1447,151,"['B09LJ116B5', 'B0718ZN31Q', 'B07SRM58TP', 'B096MSW6CT']",19859.0,False
2557,27,1146,648,['B08VB34KJ1'],15490.0,False
2558,5,225,514,"['B0836JGZ74', 'B09MTLG4TP']",1502.0,False
2559,21,171,1090,"['B08R69WBN7', 'B01DEWVZ2C', 'B086Q3QMFS']",1467.0,False
2560,3,1148,1026,"['B07SRM58TP', 'B07RCGTZ4M', 'B08CNLYKW5', 'B07JW1Y6XV']",9999.0,False
2561,17,95,1188,"['B00A328ENA', 'B09P858DK8', 'B0B5RP43VN', 'B08DDRGWTJ']",5626.0,False
2562,10,1419,57,['B0BD3T6Z1D'],12999.0,False
2563,28,565,253,"['B08Y5KXR6Z', 'B08MTLLSL8', 'B00LZLQ624']",655.0,False
2564,12,1215,35,"['B09XHXXCFH', 'B08K4RDQ71', 'B07WDK3ZS2']",25033.0,False
2565,10,1155,449,['B098R25TGC'],1299.0,False
2566,18,32,1191,"['B0B2DD66GS', 'B09J2QCKKM']",2828.0,False
2567,31,185,53,['B09DL9978Y'],2399.0,False
2568,29,785,676,"['B09MTLG4TP', 'B09YLXYP7Y', 'B01GZSQJPA', 'B09Q8HMKZX']",5215.0,False
2569,16,131,18,"['B07VZYMQNZ', 'B07W6VWZ8C']",2079.0,False
2570,24,1334,0,"['B01MQZ7J8K', 'B084BR3QX8', 'B00KRCBA6E', 'B085LPT5F4', 'B09WRMNJ9G']",40045.0,False
2571,28,472,237,"['B0B5CGTBKV', 'B0B86CDHL1']",2697.0,False
2572,12,135,721,"['B07Z1X6VFC', 'B0B53NXFFR', 'B07SLMR1K6', 'B0BP89YBC1', 'B0BGPN4GGH']",4965.0,False
2573,20,1003,20,"['B01GGKYKQM', 'B00SMJPA9C', 'B01486F4G6', 'B08LHTJTBB', 'B09YLXYP7Y']",5155.0,False
2574,27,1276,10,"['B0B8CB7MHW', 'B07JW9H4J1']",1623.0,False
2575,1,822,93,"['B00E9G8KOY', 'B0B65MJ45G', 'B087JWLZ2K', 'B00C3GBCIS']",25487.0,False
2576,25,562,174,['B00LVMTA2A'],225.0,False
2577,27,847,574,['B09P564ZTJ'],235.0,False
2578,10,712,69,"['B08HQL67D6', 'B08DCVRW98']",808.0,False
2579,9,1444,1077,"['B09LMMFW3S', 'B09TBCVJS3', 'B07J9KXQCC', 'B093QCY6YJ']",7466.0,False
2580,8,982,545,"['B0B997FBZT', 'B01NBX5RSB']",36769.0,False
2581,19,1346,992,"['B07JW9H4J1', 'B09TP5KBN7']",1396.0,False
2582,26,992,255,"['B0BF4YBLPX', 'B098K3H92Z']",2398.0,False
2583,24,51,305,"['B097R3XH9R', 'B082KVTRW8', 'B09ZTZ9N3Q', 'B07YWS9SP9']",9146.0,False
2584,21,19,316,['B0B4F3QNDM'],13999.0,False
2585,8,81,118,"['B09YLFHFDW', 'B09X1M3DHX', 'B096VF5YYF', 'B08R69WBN7']",17745.0,False
2586,11,1422,17,"['B096TWZRJC', 'B07YQ5SN4H', 'B01N1XVVLC', 'B07CWDX49D']",11037.0,False
2587,1,1394,106,"['B07Z1X6VFC', 'B00ABMASXG', 'B08CFCK6CW']",2187.0,False
2588,2,133,1001,"['B0117H7GZ6', 'B08243SKCK', 'B07222HQKP']",1095.0,False
2589,24,1019,1080,"['B09X7DY7Q4', 'B09KGV7WSV', 'B01IBRHE3E', 'B07S851WX5']",6735.0,False
2590,9,444,125,"['B07CWNJLPC', 'B07GWTWFS2']",2198.0,False
2591,17,1183,1041,"['B097R4D42G', 'B0BP89YBC1']",6498.0,False
2592,18,1293,498,"['B08WLY8V9S', 'B09F5Z694W', 'B08DDRGWTJ']",9461.0,False
2593,12,835,441,"['B07G3YNLJB', 'B094YFFSMY', 'B09C6HXFC1', 'B0BD92GDQH']",10522.0,False
2594,29,276,10,"['B0B4PPD89B', 'B07F1T31ZZ']",328.0,False
2595,7,1112,282,['B0B467CCB9'],6999.0,False
2596,23,137,405,"['B01M4GGIVU', 'B07Z1YVP72', 'B01M69WCZ6', 'B07N42JB4S', 'B0B4F2XCK3']",16894.0,False
2597,7,539,1090,"['B083GKDRKR', 'B085194JFL', 'B07WJWRNVK', 'B0BBVKRP7B']",18963.0,False
2598,2,1253,306,['B09J4YQYX3'],1399.0,False
2599,31,2,279,"['B00PVT30YI', 'B07WVQG8WZ']",3591.0,False
2600,8,275,889,"['B016MDK4F4', 'B08JMC1988', 'B09JS94MBV', 'B097C564GC', 'B0BHYJ8CVF']",4026.0,False
2601,13,351,978,"['B0B9BD2YL4', 'B01MQ2A86A', 'B07KY3FNQP']",6942.0,False
2602,29,156,995,"['B09VCHLSJF', 'B09YLXYP7Y', 'B07YNTJ8ZM']",31085.0,False
2603,29,935,962,"['B09L8DSSFH', 'B09RFC46VP', 'B08TM71L54', 'B09YV4RG4D']",33586.0,False
2604,10,848,859,"['B08B42LWKN', 'B08HLZ28QC']",16198.0,False
2605,18,1225,51,"['B01GGKYKQM', 'B00TI8E7BI', 'B07KRCW6LZ', 'B0B1YZX72F', 'B00ABMASXG']",33888.0,False
2606,28,835,95,['B07F366Z51'],949.0,False
2607,26,846,797,"['B0B59K1C8F', 'B009VCGPSY', 'B08498D67S']",1597.0,False
2608,14,37,862,"['B08WKCTFF3', 'B0BGPN4GGH', 'B00NH11PEY', 'B097RJ867P']",11195.0,False
2609,28,1047,80,"['B0B86CDHL1', 'B08RWCZ6SY', 'B08HF4W2CT', 'B0B7FJNSZR', 'B0BDYW3RN3']",10080.0,False
2610,30,48,856,"['B00LVMTA2A', 'B07M69276N']",1624.0,False
2611,20,1091,1001,"['B01MRARGBW', 'B01M4GGIVU', 'B01L7C4IU2', 'B07DJ5KYDZ']",4045.0,False
2612,21,1321,604,"['B08LVVTGZK', 'B08KRMK9LZ', 'B09M3F4HGB', 'B09GP6FBZT', 'B01N1XVVLC']",22338.0,False
2613,22,345,927,"['B075K76YW1', 'B085HY1DGR', 'B09W9V2PXG', 'B0BP89YBC1', 'B01JOFKL0A']",8734.0,False
2614,30,1024,276,"['B00N1U9AJS', 'B09NHVCHS9', 'B09NJN8L25', 'B0085W2MUQ']",1131.0,False
2615,22,665,296,"['B01MF8MB65', 'B096MSW6CT', 'B09HK9JH4F', 'B086Q3QMFS']",1615.0,False
2616,24,142,486,"['B083342NKJ', 'B07RD611Z8']",4645.0,False
2617,6,1050,23,"['B0B59K1C8F', 'B09F6S8BT6', 'B07F1T31ZZ']",27408.0,False
2618,23,1391,462,"['B09YHLPQYT', 'B0798PJPCL', 'B0981XSZJ7']",2434.0,False
2619,20,757,697,['B09NVPSCQT'],3198.0,False
2620,13,355,283,['B09X79PP8F'],179.0,False
2621,11,1236,526,"['B083GKDRKR', 'B0B3TBY2YX', 'B077Z65HSD']",3782.0,False
2622,2,1311,965,"['B09YV4RG4D', 'B0859M539M', 'B07GLNJC25', 'B08J7VCT12', 'B01GGKYKQM']",12683.0,False
2623,26,358,500,"['B015OW3M1W', 'B091V8HK8Z', 'B083342NKJ']",3191.0,False
2624,3,177,1151,"['B09XBJ1CTN', 'B01HJI0FS2', 'B094DQWV9B', 'B015GX9Y0W', 'B01I1LDZGA']",3795.0,False
2625,21,51,929,"['B07GLSKXS1', 'B08PFSZ7FH', 'B07L5L4GTB', 'B078JF6X9B']",5452.0,False
2626,13,161,243,"['B07R99NBVB', 'B09ZPL5VYM']",448.0,False
2627,15,41,975,"['B095K14P86', 'B0188KPKB2', 'B09NJN8L25', 'B09DDCQFMT', 'B008FWZGSG']",6754.0,False
2628,15,1063,518,"['B09YV4MW2T', 'B008P7IF02']",9197.0,False
2629,31,47,482,['B07LGT55SJ'],399.0,False
2630,5,171,994,"['B07RX42D3D', 'B08TGG316Z']",1259.0,False
2631,15,489,952,['B01GGKZ0V6'],658.0,False
2632,25,1055,278,"['B09ZHCJDP1', 'B096MSW6CT', 'B0B9BD2YL4']",6294.0,False
2633,25,1459,406,"['B0BBMPH39N', 'B08CFJBZRK', 'B0941392C8', 'B07DFYJRQV']",4466.0,False
2634,16,1396,957,"['B0856HNMR7', 'B01MUAUOCX', 'B08WKCTFF3', 'B084MZXJNK', 'B0B8SSC5D9']",5334.0,False
